frameIndex,coord,centroid
46358,"[(304.57855, 335.3336), (83.01434, 10.924188), (32.875107, 213.73015), (268.58734, 117.06575), (375.62924, 389.576), (356.55273, 167.84982), (233.84389, 138.53188), (126.57403, 186.65749), (152.9695, 212.0883)]","(214.958303, 196.86190866666664)"
46359,"[(305.3121, 337.47018), (82.39585, 10.514808), (33.184036, 214.08072), (269.84192, 120.492065), (372.3899, 387.62143), (354.84805, 167.07443), (233.95905, 141.44705), (127.48812, 187.62238), (153.00554, 212.9138)]","(214.71384066666667, 197.6929847777778)"
46360,"[(306.02182, 339.64203), (82.213844, 10.650344), (33.071537, 214.07146), (270.19888, 121.87287), (370.302, 387.8553), (353.17584, 166.2479), (233.37024, 143.81927), (127.93996, 188.80757), (152.52957, 213.73825)]","(214.3137434444444, 198.52277711111114)"
46361,"[(307.0535, 342.77338), (82.04518, 10.788267), (33.566235, 214.66888), (269.9957, 122.21562), (368.65204, 387.74155), (351.82452, 165.6724), (232.43785, 145.70474), (129.23769, 191.1317), (152.12921, 214.4067)]","(214.1046583333333, 199.4559152222222)"
46362,"[(308.48004, 346.81735), (82.03308, 11.196506), (34.282326, 215.512), (270.14017, 123.529106), (367.55878, 388.44565), (350.22437, 164.4493), (231.32184, 147.48378), (127.7831, 190.10384), (151.77467, 214.98726)]","(213.7331528888889, 200.28053244444442)"
46363,"[(309.41888, 350.02084), (82.165825, 11.809914), (34.46612, 215.78635), (270.44162, 124.01751), (367.30896, 389.33057), (348.9563, 164.12602), (230.44008, 148.96599), (126.692825, 189.58266), (151.62943, 215.53694)]","(213.50222666666667, 201.0196437777778)"
46364,"[(309.62744, 351.8826), (82.21247, 12.431458), (34.397915, 215.8785), (271.478, 124.56933), (367.31973, 390.7176), (347.436, 163.8282), (229.60384, 149.80284), (124.18743, 187.20938), (151.02425, 215.54994)]","(213.0318972222222, 201.31887200000003)"
46365,"[(310.40665, 353.59323), (82.243835, 12.594083), (34.60879, 216.29025), (272.79596, 125.52129), (365.42178, 391.4926), (345.80826, 164.5304), (229.58061, 151.37573), (124.405426, 188.38846), (151.02148, 215.94746)]","(212.9214212222222, 202.19261144444445)"
46366,"[(311.88782, 355.5458), (82.03321, 12.658044), (34.791374, 216.65642), (273.35638, 125.1536), (362.73907, 393.3302), (344.36, 166.61372), (230.50858, 154.66412), (122.97143, 187.64456), (151.21475, 216.40288)]","(212.6514015555556, 203.18548266666664)"
46367,"[(312.5561, 356.3791), (82.10644, 13.02468), (35.43838, 217.42181), (274.50897, 126.857506), (360.2854, 392.9315), (342.45428, 167.70023), (230.85196, 156.26292), (120.99231, 185.89543), (150.77861, 215.63162)]","(212.2191611111111, 203.56719955555556)"
46368,"[(312.56506, 356.81638), (82.23647, 13.427605), (35.137486, 217.5439), (275.3321, 128.43895), (357.81885, 393.77252), (340.76212, 168.83235), (230.53436, 157.19295), (119.462074, 184.40105), (150.1809, 215.70589)]","(211.55882444444444, 204.0146216666666)"
46369,"[(311.95166, 357.43698), (81.762314, 13.400842), (34.927517, 217.73038), (275.84814, 129.59264), (355.62695, 394.83298), (339.6514, 169.74034), (229.56984, 158.53319), (118.08318, 183.0866), (149.36446, 215.70834)]","(210.75394011111112, 204.45136577777777)"
46370,"[(310.61475, 358.27698), (81.31618, 13.252262), (34.530407, 217.76662), (276.5506, 131.42513), (353.71902, 395.5092), (338.85852, 169.8839), (228.2909, 160.04347), (118.48407, 183.66881), (148.79614, 216.71764)]","(210.12895411111109, 205.1715568888889)"
46371,"[(308.8267, 359.05283), (81.01163, 13.139758), (34.223736, 217.8467), (277.563, 133.98558), (352.1563, 396.35748), (338.59967, 170.16495), (226.92879, 161.66997), (116.716774, 182.00294), (147.65417, 217.1081)]","(209.29786333333334, 205.70314533333334)"
46372,"[(306.77332, 358.78918), (80.61226, 13.128714), (33.96059, 217.91058), (278.1463, 135.54565), (349.82333, 395.8564), (338.14636, 169.84), (225.806, 163.93822), (115.37757, 180.53683), (147.21391, 218.08488)]","(208.4288488888889, 205.95893933333335)"
46373,"[(305.75067, 359.87784), (79.97311, 12.960128), (33.648964, 218.00188), (278.7181, 137.17468), (345.9997, 393.1389), (337.19177, 170.30478), (225.40442, 166.7766), (113.69243, 179.33044), (146.50395, 218.38892)]","(207.43145711111114, 206.21712977777776)"
46374,"[(304.82224, 361.08905), (78.93556, 12.850089), (33.3319, 218.35388), (278.82117, 137.59064), (343.39368, 392.56467), (335.70245, 170.8666), (224.29315, 167.72227), (113.09149, 179.75815), (145.26027, 217.1694)]","(206.40576777777778, 206.44052766666667)"
46375,"[(303.15686, 362.57367), (78.212845, 12.926332), (33.013996, 219.35309), (278.514, 137.23622), (341.86737, 393.65057), (333.68982, 171.66284), (223.51367, 168.27303), (112.210884, 179.61188), (144.55125, 216.60263)]","(205.4145216666667, 206.8766957777778)"
46376,"[(301.5819, 363.9248), (77.72456, 13.076607), (32.80906, 220.40552), (278.46707, 136.83287), (340.27835, 394.10138), (332.37756, 172.85011), (223.6892, 170.6944), (111.8756, 180.19109), (144.74382, 217.0011)]","(204.8385688888889, 207.6753196666667)"
46377,"[(300.80276, 364.67813), (77.25026, 13.127946), (32.2222, 220.74657), (278.4944, 136.5556), (338.39417, 395.03238), (331.75092, 174.09515), (223.63847, 173.28694), (109.65795, 178.39532), (145.0198, 217.53009)]","(204.13676999999998, 208.1609028888889)"
46378,"[(300.3976, 364.7376), (76.93556, 13.6159), (32.35961, 221.38553), (278.9732, 137.06564), (335.87668, 396.64594), (331.5945, 176.739), (222.93599, 175.6155), (106.19391, 174.59886), (145.01201, 217.91557)]","(203.36433999999997, 208.7021711111111)"
46379,"[(299.8375, 365.11945), (76.76653, 14.291283), (32.82178, 222.15303), (279.0089, 136.77286), (333.2794, 397.74844), (331.39606, 178.94098), (221.22488, 177.35194), (104.01463, 171.77457), (144.1565, 217.2299)]","(202.50068666666664, 209.0424947777778)"
46380,"[(298.46475, 365.00217), (76.54215, 14.596575), (32.953106, 222.4726), (279.2186, 137.07744), (330.9575, 398.39032), (330.79388, 180.69519), (219.64502, 178.99123), (100.91654, 168.76628), (143.2221, 217.0518)]","(201.4126273333333, 209.22706722222222)"
46381,"[(296.8507, 364.84213), (76.57761, 15.441445), (33.201546, 222.7), (279.62143, 138.18976), (328.59283, 397.32782), (330.01645, 181.80168), (218.6954, 180.80066), (96.8579, 164.28671), (142.09637, 216.75125)]","(200.27891511111113, 209.12682833333332)"
46382,"[(295.2951, 365.01013), (76.06814, 15.351222), (33.00694, 222.64915), (279.9989, 139.99257), (327.27267, 396.60287), (329.1057, 183.53058), (217.7814, 181.55779), (98.121864, 166.0959), (141.2303, 216.6061)]","(199.76455711111112, 209.7107013333333)"
46383,"[(293.4633, 365.40305), (75.25723, 14.882083), (32.771374, 222.56674), (280.1651, 141.8897), (326.68457, 396.1258), (328.35284, 186.01585), (217.45555, 182.62048), (98.9064, 167.36057), (140.05914, 216.52286)]","(199.23505600000001, 210.37634811111113)"
46384,"[(291.73022, 366.25378), (75.3234, 15.392005), (32.379784, 222.46095), (280.06696, 142.78146), (326.54236, 395.82437), (327.08994, 187.38129), (217.2249, 183.44414), (98.50959, 167.5983), (138.35452, 216.1239)]","(198.58018600000003, 210.80668833333337)"
46385,"[(290.13147, 367.11432), (74.7048, 15.524037), (31.989717, 222.4411), (280.22595, 144.28297), (326.66696, 395.778), (325.28992, 188.47017), (216.5986, 184.04341), (98.35523, 167.20245), (137.57849, 216.77878)]","(197.9490152222222, 211.29280411111114)"
46386,"[(288.63394, 367.78046), (74.03368, 15.586683), (31.655828, 222.50015), (280.04672, 144.91924), (326.16055, 395.73526), (323.18216, 190.1372), (215.9053, 185.81996), (96.002075, 163.81508), (136.77591, 216.91862)]","(196.93290700000003, 211.46807255555555)"
46387,"[(287.6962, 368.8535), (73.99626, 16.069662), (32.316372, 223.51518), (279.9412, 145.40878), (325.8911, 394.44742), (321.54904, 192.20013), (214.12106, 187.08752), (96.67191, 163.71716), (136.51137, 217.18486)]","(196.52161244444443, 212.05380133333333)"
46388,"[(287.272, 369.31223), (73.43339, 15.745019), (31.843603, 223.64307), (279.93463, 145.75719), (325.51764, 392.54468), (319.98337, 193.58347), (213.2235, 189.72594), (103.13951, 170.77222), (136.24652, 217.07336)]","(196.73268477777776, 213.12857544444446)"
46389,"[(287.40875, 369.78534), (73.16552, 16.209606), (31.061247, 223.46185), (279.8132, 145.6347), (325.01782, 390.21448), (318.79645, 194.75224), (212.12712, 191.55016), (104.25006, 171.5434), (136.17598, 217.00456)]","(196.42401633333336, 213.35070400000004)"
46390,"[(287.6494, 369.76935), (72.41306, 15.625573), (30.539738, 223.41936), (279.7274, 145.11615), (323.37463, 385.2745), (318.1427, 196.13043), (211.95148, 194.09937), (104.36726, 171.65717), (135.56392, 216.76021)]","(195.9699542222222, 213.0946792222222)"
46391,"[(288.10764, 368.9606), (71.502205, 14.4289665), (30.409464, 223.6334), (279.89023, 144.69415), (323.11215, 382.8968), (317.32715, 197.42294), (210.09882, 193.42949), (104.22547, 171.57687), (134.88281, 216.38026)]","(195.50621544444445, 212.60260849999997)"
46392,"[(288.8676, 367.61502), (70.517334, 13.3070755), (30.464281, 223.84383), (280.1873, 144.46461), (323.27594, 381.2622), (315.9117, 198.01065), (208.69327, 193.45331), (104.511795, 172.3347), (134.4281, 216.34805)]","(195.2063688888889, 212.29327172222222)"
46393,"[(290.093, 366.36804), (69.52152, 12.331694), (30.186527, 223.87177), (280.80112, 144.96307), (323.80295, 380.13513), (314.4583, 198.7251), (207.82175, 194.59592), (104.124054, 172.1822), (133.88417, 216.32886)]","(194.96593233333334, 212.16686488888888)"
46394,"[(290.4769, 365.30075), (69.38336, 12.623893), (30.065832, 223.86417), (281.2294, 145.80946), (324.31116, 379.077), (313.02316, 199.93936), (207.47607, 196.56247), (103.94632, 172.24777), (133.01422, 215.96951)]","(194.76960244444444, 212.3771536666667)"
46395,"[(291.51846, 363.24332), (68.89178, 12.623653), (29.922161, 223.60321), (281.1051, 145.25009), (324.78693, 377.6127), (311.97388, 201.76398), (206.40097, 197.99364), (103.578964, 172.24654), (132.02441, 215.52545)]","(194.46696166666666, 212.20695366666666)"
46396,"[(292.4481, 360.5025), (68.17917, 12.066164), (30.084364, 223.47847), (279.8091, 142.39209), (323.0264, 371.8567), (311.68298, 204.06975), (204.96097, 199.91756), (103.13137, 172.23834), (131.397, 215.536)]","(193.85771711111113, 211.33973044444448)"
46397,"[(294.17963, 358.7829), (67.559135, 11.88202), (30.247816, 223.10254), (278.57474, 140.90437), (322.14792, 366.97098), (311.40442, 206.78777), (203.26056, 201.02162), (103.20316, 172.75368), (131.23999, 215.67537)]","(193.53526344444444, 210.87569444444443)"
46398,"[(295.97095, 357.5788), (67.52766, 12.447816), (30.576437, 222.74547), (279.40143, 145.3631), (321.95663, 365.6346), (311.01328, 209.40858), (201.53659, 202.36063), (103.01385, 173.2946), (130.98053, 215.66989)]","(193.55303966666668, 211.6114984444444)"
46399,"[(297.39587, 357.8958), (67.44502, 13.061677), (30.921225, 222.62009), (278.18808, 145.13863), (322.2063, 364.20285), (310.1162, 211.65292), (200.27594, 203.89609), (102.975525, 174.22513), (130.75258, 215.78383)]","(193.36408222222224, 212.0530018888889)"
46400,"[(298.69135, 357.43225), (66.72069, 13.404092), (30.875994, 222.26096), (275.63855, 141.35806), (321.64752, 363.22583), (309.07278, 214.63766), (199.02695, 203.89554), (102.658676, 174.58646), (131.04932, 216.10927)]","(192.82020333333332, 211.87890244444444)"
46401,"[(301.60526, 355.0391), (66.05747, 13.606632), (30.741629, 221.73288), (272.79138, 137.28543), (320.79684, 362.3898), (307.26135, 217.50148), (198.67744, 204.20464), (102.10749, 174.92389), (131.35057, 216.22794)]","(192.37660322222223, 211.43464355555554)"
46402,"[(303.5374, 354.12906), (65.034386, 13.584147), (30.95211, 221.61427), (270.55746, 134.37819), (319.8389, 360.40765), (305.24576, 220.36203), (198.11346, 204.09448), (100.685585, 174.23708), (131.6906, 216.28044)]","(191.73951788888886, 211.00970522222218)"
46403,"[(304.72592, 353.44284), (64.429085, 13.519739), (30.884388, 221.2172), (268.83566, 132.66328), (318.97696, 358.25507), (303.21506, 222.18729), (197.39502, 204.10686), (100.05848, 174.13037), (131.25612, 215.42433)]","(191.0862992222222, 210.54966433333337)"
46404,"[(305.70486, 352.94907), (64.035965, 13.772971), (30.754532, 220.87645), (268.98083, 134.54489), (318.1209, 355.05322), (301.3368, 223.80797), (196.99103, 204.45415), (97.01827, 171.33772), (130.51558, 213.54338)]","(190.38430744444443, 210.0377578888889)"
46405,"[(305.80942, 351.97028), (64.09934, 14.670077), (31.29333, 221.12491), (272.8363, 143.21025), (317.36584, 351.4383), (299.57455, 224.44978), (196.37968, 204.55579), (97.88351, 172.84746), (129.16005, 211.55415)]","(190.48911333333334, 210.6467774444444)"
46406,"[(306.74863, 349.76547), (64.19404, 15.231434), (31.48655, 221.12552), (273.68732, 145.07191), (315.91797, 346.22968), (298.4398, 225.64468), (196.02686, 204.68146), (97.986084, 172.79701), (128.23778, 209.79291)]","(190.30278155555555, 210.037786)"
46407,"[(308.22504, 348.52274), (64.1587, 15.852548), (31.881548, 221.18695), (273.55362, 145.49821), (315.14084, 342.20297), (297.21387, 225.27864), (195.40991, 204.31978), (95.533134, 169.93903), (126.8481, 207.99417)]","(189.77386244444446, 208.97722644444445)"
46408,"[(310.66415, 347.55167), (64.082695, 16.012535), (31.887669, 220.59244), (272.40817, 144.41605), (315.71777, 339.61057), (296.4101, 225.09007), (195.23866, 204.06186), (96.75187, 171.96152), (125.903366, 206.76971)]","(189.89605, 208.451825)"
46409,"[(312.6788, 348.28506), (63.90676, 16.088696), (32.12133, 220.07076), (271.132, 143.22383), (316.28125, 337.8477), (295.43085, 224.38536), (195.2119, 203.65633), (98.47979, 174.48772), (125.05089, 205.30214)]","(190.0326188888889, 208.1497328888889)"
46410,"[(314.0667, 348.82242), (63.769, 16.41201), (31.745792, 219.40407), (269.75626, 141.15857), (316.3511, 335.95322), (294.9569, 224.4271), (195.2357, 203.10757), (96.52144, 172.59796), (125.09616, 204.96518)]","(189.72211688888888, 207.42756666666665)"
46411,"[(314.8605, 349.08557), (63.73753, 16.551594), (31.574203, 218.98036), (268.67154, 139.41055), (316.31, 334.37134), (294.62378, 224.80959), (195.1533, 202.81006), (95.98483, 172.2095), (125.11247, 204.82616)]","(189.55868366666667, 207.00608044444445)"
46412,"[(315.2513, 348.88895), (63.423008, 16.292599), (31.457548, 218.72963), (266.16165, 134.42038), (316.10678, 333.06946), (294.83707, 225.07771), (194.97757, 202.97017), (95.71934, 172.45193), (125.327194, 204.81464)]","(189.25127333333336, 206.30171877777778)"
46413,"[(316.7747, 347.58826), (63.125824, 16.08318), (31.61186, 218.75798), (264.8308, 132.72108), (315.1038, 330.28497), (295.31073, 224.58302), (195.06425, 203.8519), (95.13969, 172.03453), (125.47758, 203.94946)]","(189.1599148888889, 205.53937555555555)"
46414,"[(318.631, 345.6212), (62.97298, 16.127375), (31.742641, 218.84453), (263.5715, 131.00937), (315.6421, 327.44815), (296.17996, 224.25266), (194.70561, 203.87761), (94.78201, 171.98264), (124.926094, 202.36572)]","(189.23932166666663, 204.61436166666667)"
46415,"[(317.50485, 342.56213), (62.396774, 15.518703), (31.785929, 218.78621), (261.98026, 128.86482), (316.08105, 325.90936), (296.66837, 222.74542), (194.52026, 203.90758), (93.609, 170.83102), (124.735565, 200.57855)]","(188.80911755555556, 203.30042144444445)"
46416,"[(314.5702, 335.62543), (61.981895, 15.375252), (31.7435, 218.54753), (260.64526, 127.386246), (315.6861, 324.13965), (297.50256, 220.88678), (194.55327, 204.00793), (92.81969, 170.0097), (124.048805, 198.21751)]","(188.17236444444444, 201.57733644444446)"
46417,"[(312.89114, 330.55026), (61.72675, 15.299169), (31.900383, 218.40703), (262.2389, 132.34271), (314.98483, 321.1649), (298.81024, 219.9248), (194.58025, 204.33717), (92.09322, 169.36539), (123.442, 196.08093)]","(188.07419033333335, 200.83026211111113)"
46418,"[(312.5345, 328.4898), (61.61118, 15.318447), (31.862774, 218.19647), (262.31674, 133.21739), (315.31967, 316.7886), (300.25864, 219.49629), (194.37422, 204.09883), (91.90998, 168.83731), (123.100716, 194.54678)]","(188.14315777777773, 199.88776855555554)"
46419,"[(314.9432, 329.94617), (61.559654, 15.34776), (31.954544, 218.19423), (261.7342, 132.06097), (315.0824, 311.27975), (302.03973, 219.79509), (194.45969, 204.00348), (91.87944, 168.45084), (122.97482, 193.50313)]","(188.51418644444442, 199.17571333333336)"
46420,"[(317.17392, 330.663), (61.57823, 15.362721), (32.005226, 218.17137), (261.38086, 131.26675), (315.96835, 305.71646), (304.64603, 223.01813), (194.82797, 203.17896), (91.83612, 168.20903), (121.87167, 191.43544)]","(189.03204177777778, 198.55798455555555)"
46421,"[(320.33762, 331.772), (61.675587, 15.512445), (32.16596, 218.30235), (260.8174, 130.1843), (317.415, 303.19266), (306.25708, 225.843), (195.92795, 202.25768), (91.10963, 166.9431), (121.250275, 190.08044)]","(189.66183355555555, 198.23199722222222)"
46422,"[(323.87332, 331.7049), (61.58749, 15.420154), (32.467655, 218.51282), (260.069, 128.8588), (319.62234, 303.46518), (307.68933, 227.94363), (197.40625, 201.17484), (89.983734, 165.61731), (120.76992, 188.86665)]","(190.38544877777775, 197.95158711111108)"
46423,"[(327.25543, 331.18958), (61.531326, 15.34982), (32.691975, 218.54976), (258.78876, 126.61737), (320.61066, 302.97858), (309.54108, 230.33752), (198.36574, 199.17937), (89.42102, 165.28133), (120.60949, 188.04503)]","(190.9794978888889, 197.50315111111112)"
46424,"[(329.75763, 329.45886), (61.47685, 15.210137), (32.953583, 218.57741), (257.51547, 123.61265), (322.22388, 302.4017), (311.3278, 231.91663), (199.48123, 198.17862), (88.98693, 165.18466), (120.07999, 186.47552)]","(191.533707, 196.7795763333333)"
46425,"[(331.8785, 327.2498), (61.380352, 15.032022), (33.05881, 218.51276), (255.8734, 119.2352), (326.62463, 306.9705), (312.46182, 232.99759), (201.00307, 196.9079), (88.071045, 164.56888), (119.65366, 185.55322)]","(192.22280966666665, 196.33643022222222)"
46426,"[(333.89194, 326.14108), (61.26876, 14.796374), (32.536606, 217.88748), (254.63968, 115.845406), (326.5851, 302.2917), (313.64807, 233.31068), (201.26227, 193.6476), (87.70363, 164.37303), (120.0473, 185.57545)]","(192.39815066666665, 194.8743111111111)"
46427,"[(335.56015, 323.52142), (61.31402, 14.727436), (31.843115, 216.86188), (253.92818, 113.37376), (328.73373, 302.34402), (314.9222, 233.303), (202.2671, 192.93904), (86.87957, 163.34525), (120.84486, 185.49953)]","(192.92143611111112, 193.9905928888889)"
46428,"[(338.34976, 320.32907), (61.322174, 14.631204), (31.847992, 216.34793), (253.38239, 111.389465), (333.8643, 306.1735), (314.6752, 227.97249), (202.88147, 191.55878), (87.294876, 163.91553), (121.52429, 184.90128)]","(193.90471688888888, 193.02436100000003)"
46429,"[(337.3061, 315.45923), (61.2674, 14.424493), (32.298813, 216.30038), (252.8874, 109.21232), (332.83505, 299.96393), (318.80548, 229.71147), (203.29176, 190.19633), (86.21543, 162.69264), (122.21393, 183.60513)]","(194.1245958888889, 191.28510255555554)"
46430,"[(337.1576, 309.24353), (61.337708, 14.461553), (32.9987, 216.29803), (252.39943, 107.19417), (333.9461, 292.5024), (321.91376, 233.49261), (203.167, 187.66287), (85.28731, 162.34906), (123.21055, 182.34195)]","(194.60201755555556, 189.50513033333334)"
46431,"[(338.0641, 305.20578), (61.550453, 14.573992), (33.206383, 216.04735), (252.27382, 105.30379), (333.14545, 285.06268), (325.45364, 236.04393), (202.8605, 184.70847), (84.3812, 161.7853), (124.07388, 179.96884)]","(195.0010473333333, 187.63334799999998)"
46432,"[(339.43344, 300.76117), (61.671616, 14.565032), (34.045822, 215.97145), (252.21489, 103.701515), (338.50632, 291.50156), (328.75305, 239.90329), (204.3132, 184.26848), (84.378716, 162.44287), (124.99998, 178.44118)]","(196.47967044444445, 187.95072744444442)"
46433,"[(343.2575, 295.75824), (61.86329, 14.297112), (35.024216, 215.79652), (253.03314, 102.400604), (331.8956, 241.1965), (205.08098, 183.88005), (84.780334, 163.00829), (125.273285, 176.17252)]","(180.026043125, 174.06372950000002)"
46434,"[(343.8162, 294.1162), (61.9966, 14.38109), (34.96708, 215.3145), (253.62242, 101.011116), (333.8821, 240.95207), (205.82866, 183.6373), (86.46797, 164.90396), (125.810844, 174.82156)]","(180.79898425000002, 173.64222450000003)"
46435,"[(346.25003, 292.37527), (62.093052, 14.436666), (35.455444, 215.1002), (254.03828, 99.6257), (335.93854, 240.28568), (206.2427, 182.77054), (86.76079, 164.99359), (126.44462, 173.49527)]","(181.652932, 172.88536449999998)"
46436,"[(346.7873, 292.49585), (62.018875, 13.802378), (34.94167, 214.07106), (254.07407, 97.80947), (337.96646, 238.9816), (206.3517, 181.86769), (87.00015, 164.7997), (127.93942, 173.585)]","(182.134955625, 172.1765935)"
46437,"[(348.0714, 290.30334), (61.852448, 12.894304), (35.34918, 213.8489), (253.74237, 94.626755), (340.10184, 239.17953), (206.3799, 180.48909), (87.23278, 164.21037), (129.24199, 172.96794)]","(182.7464885, 171.065028625)"
46438,"[(348.30902, 289.08246), (62.033886, 12.655224), (35.920536, 213.90143), (253.14941, 91.43322), (342.98526, 242.17168), (206.68596, 179.66293), (87.92673, 164.14853), (130.9078, 172.46025)]","(183.48982524999997, 170.6894655)"
46439,"[(348.67685, 289.4721), (62.176098, 12.392528), (36.201588, 213.8502), (252.77173, 88.53155), (346.70532, 243.72227), (207.17136, 179.09827), (88.50323, 163.46571), (132.98291, 172.63782)]","(184.39863575, 170.39630599999998)"
46440,"[(348.88147, 281.82306), (62.477634, 12.364435), (37.49199, 214.4804), (252.74513, 86.233315), (350.61905, 244.54779), (207.09622, 177.32472), (89.66231, 162.92543), (133.95436, 172.47606)]","(185.3660205, 169.02190124999998)"
46441,"[(349.87207, 276.6641), (62.216568, 11.199262), (38.277306, 214.75299), (252.98068, 84.96628), (353.84476, 245.3455), (207.69412, 175.89288), (90.33461, 161.76196), (134.56361, 172.6318), (348.48184, 290.59473)]","(204.2517293333333, 181.5343891111111)"
46442,"[(350.8483, 269.9624), (61.426563, 8.845503), (38.921402, 215.05487), (253.65387, 83.451866), (357.01013, 248.3361), (208.23007, 172.90929), (91.22086, 160.80833), (134.85081, 172.4218), (348.79327, 289.64136)]","(204.99503055555553, 180.15905766666668)"
46443,"[(351.44067, 265.46863), (62.89921, 9.563659), (39.634853, 215.3094), (254.85397, 82.06882), (359.6138, 252.40099), (208.95161, 170.25922), (92.942696, 160.51384), (134.86374, 171.98625), (349.50507, 288.7591)]","(206.07840211111113, 179.59221211111108)"
46444,"[(352.15802, 261.1599), (63.52426, 9.411842), (39.9338, 214.94191), (255.36293, 79.602905), (361.20758, 253.00522), (209.67523, 168.52377), (95.72303, 161.3828), (135.409, 171.63568), (350.71765, 286.93967)]","(207.07905555555558, 178.5115218888889)"
46445,"[(353.40228, 259.0519), (64.875145, 10.990288), (40.115032, 214.67119), (256.21936, 77.69708), (362.5423, 252.2834), (210.10455, 166.80678), (98.41265, 163.45216), (136.12947, 171.18176), (352.47583, 286.21005)]","(208.25295744444443, 178.03828977777778)"
46446,"[(355.3384, 260.25647), (66.12664, 12.31852), (40.33326, 214.59238), (256.88092, 73.81208), (363.53473, 251.36028), (210.90398, 165.51123), (101.24552, 165.87352), (136.8217, 170.4274), (354.2667, 286.57233)]","(209.49464999999998, 177.85824555555556)"
46447,"[(357.77716, 261.7194), (67.20771, 13.550657), (40.678497, 214.52844), (257.6548, 71.509636), (364.51028, 250.42235), (211.25676, 163.53847), (103.34722, 167.48315), (137.49283, 169.92834), (355.9488, 286.8385)]","(210.652673, 177.72432700000002)"
46448,"[(359.0, 259.62967), (68.15004, 14.423957), (40.57935, 214.02965), (259.18588, 69.744415), (365.81744, 249.14175), (212.19084, 162.68546), (105.18316, 168.30031), (138.31459, 169.87794), (357.5558, 287.64035)]","(211.77523333333335, 177.27483355555557)"
46449,"[(361.93506, 263.49078), (68.73739, 14.867819), (40.72912, 213.61479), (260.07498, 68.568275), (367.6828, 248.6389), (213.55507, 162.2341), (106.27935, 168.74324), (139.3793, 170.5762), (359.31366, 288.71057)]","(213.07630333333339, 177.71607488888887)"
46450,"[(363.3749, 261.73642), (69.180504, 15.026679), (40.62083, 213.0915), (260.9597, 66.850815), (368.19788, 247.50995), (214.66524, 161.89401), (107.103455, 168.55598), (141.47992, 172.50229), (360.70004, 289.94443)]","(214.03138544444445, 177.4568971111111)"
46451,"[(364.36826, 260.22366), (69.85834, 15.287608), (40.442566, 212.52837), (261.83783, 64.71335), (368.25668, 244.66562), (215.39899, 161.48508), (107.70669, 168.14995), (142.28769, 172.24455), (361.92255, 291.44974)]","(214.67551066666664, 176.74976977777774)"
46452,"[(368.25296, 263.41602), (70.32515, 15.30985), (39.502598, 211.41267), (263.46585, 61.621517), (368.64084, 241.65219), (215.94926, 160.33023), (108.73802, 167.99982), (143.68431, 172.45525), (362.76904, 291.9978)]","(215.70311422222227, 176.24392744444444)"
46453,"[(371.03314, 265.89996), (70.80331, 15.5074005), (38.817303, 210.1583), (265.15524, 60.325382), (369.46133, 239.53662), (216.47108, 158.97273), (109.24293, 167.39848), (144.73932, 172.15285), (363.32034, 292.16302)]","(216.56044366666663, 175.79052694444442)"
46454,"[(371.10632, 267.84683), (71.27276, 15.608991), (38.981567, 209.3099), (266.32632, 58.06201), (370.44473, 239.98271), (217.24225, 158.24274), (109.595726, 166.70232), (145.93448, 172.0404), (363.1105, 292.3189)]","(217.11273922222222, 175.56831122222223)"
46455,"[(370.87222, 268.47046), (71.83763, 15.370091), (39.54136, 208.96857), (267.56503, 56.91183), (371.57318, 240.0897), (217.16531, 156.92009), (110.470085, 166.79912), (147.93932, 173.45789), (362.6227, 292.3184)]","(217.73187055555556, 175.4784612222222)"
46456,"[(371.99863, 267.67847), (72.04479, 14.8162565), (40.493416, 209.29858), (268.66663, 56.97195), (372.6254, 239.52098), (216.9611, 154.69865), (111.90563, 167.60791), (149.05542, 173.70787), (362.60162, 291.06348)]","(218.48362622222217, 175.0404607222222)"
46457,"[(373.3836, 266.64096), (72.35834, 13.979167), (41.070213, 209.51028), (269.88266, 57.290073), (373.93454, 242.65852), (217.89511, 153.35065), (113.03161, 168.11351), (149.31343, 173.11658), (362.49237, 289.80215)]","(219.26243033333333, 174.94021)"
46458,"[(375.72052, 265.52597), (72.9759, 13.283916), (41.47746, 209.69196), (270.76764, 55.151604), (374.57758, 241.19434), (218.5994, 151.05135), (113.973114, 168.30988), (150.10893, 173.15271), (361.62573, 287.4476)]","(219.98069711111108, 173.86770333333334)"
46459,"[(378.63287, 266.11185), (73.99381, 13.119503), (41.81859, 209.92355), (271.6146, 51.518707), (375.14417, 240.62282), (219.46106, 148.67644), (114.87543, 168.36806), (150.49179, 172.92203), (360.01785, 283.5318)]","(220.67224111111113, 172.7549733333333)"
46460,"[(381.93103, 268.2208), (74.68305, 12.961826), (41.894924, 209.86041), (271.82092, 47.43425), (375.03864, 237.91832), (221.07614, 147.33342), (115.871254, 168.36967), (150.86, 172.69975), (357.5464, 278.7378)]","(221.1913731111111, 171.50402733333334)"
46461,"[(384.43182, 270.29602), (75.82016, 13.946203), (42.176537, 210.05536), (273.69455, 48.92755), (376.0924, 238.47388), (222.07132, 145.94089), (117.13693, 167.98488), (150.9066, 172.2971), (355.66855, 276.0196)]","(221.99987411111113, 171.54905366666668)"
